vessel_id,vessel_name,vessel_class,dwt,tank_capacity_m3,home_port,timestamp,latitude,longitude,speed_knots,heading_deg,status,current_cargo_m3,current_cargo_pct,cargo_type_primary,destination_port,eta_destination,fuel_remaining_mt,fuel_consumption_mt_day,days_until_next_maintenance,crew_hours_remaining,ice_class,last_inspection_date,vetting_status
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-01 00:00:00.000,37.9475,23.637,0.0,0.0,At Port Loading,368.9,70.0,Oily Waste Mix,BCN,2022-01-01T08:00:00,25.4,2.4,166.4,482.8,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-01 19:20:38.400,38.496,20.1852,8.6,279.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T00:18:34.285714,22.9,3.2,164.8,463.4,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-02 14:41:16.800,39.0445,16.7334,8.6,279.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T00:18:34.285714,20.3,3.2,163.2,444.1,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-03 10:01:55.200,39.5931,13.2815,8.4,279.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T00:18:34.285714,17.7,3.2,161.6,424.7,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-04 05:22:33.600,40.1416,9.8297,8.4,279.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T00:18:34.285714,15.1,3.2,159.9,405.4,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-05 00:43:12.000,40.6901,6.3779,8.5,279.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T00:18:34.285714,12.5,3.2,158.3,386.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-05 20:03:50.400,41.2386,2.9261,7.8,279.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T00:18:34.285714,10.0,3.2,156.7,366.7,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-06 15:24:28.800,41.359,2.1685,7.8,270.0,In Transit Laden,368.9,70.0,Oily Waste Mix,BCN,2022-01-06T15:54:28.800000,7.4,3.2,155.1,347.4,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-07 10:45:07.200,41.359,2.1685,0.0,0.0,At Port Discharging,0.0,0.0,Oily Waste Mix,LIM,2022-01-07T16:45:07.200000,6.8,2.4,153.5,328.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-08 06:05:45.600,40.6375,5.5003,7.5,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,4.9,2.4,151.9,308.7,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-09 01:26:24.000,39.916,8.832,8.2,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,2.9,2.4,150.3,289.3,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-09 20:47:02.400,39.1945,12.1638,8.2,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,1.0,2.4,148.7,270.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-10 16:07:40.800,38.473,15.4955,8.1,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,0.0,2.4,147.0,250.6,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-11 11:28:19.200,37.7515,18.8273,7.5,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,0.0,2.4,145.4,231.3,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-12 06:48:57.600,37.03,22.159,8.5,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,0.0,2.4,143.8,212.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-13 02:09:36.000,36.3085,25.4908,7.9,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,0.0,2.4,142.2,192.6,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-13 21:30:14.400,35.587,28.8225,8.0,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,0.0,2.4,140.6,173.3,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-14 16:50:52.800,34.8654,32.1543,7.4,102.2,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-14T21:58:41.485714,0.0,2.4,139.0,153.9,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-15 12:11:31.200,34.6741,33.0379,7.7,0.0,In Transit Ballast,0.0,0.0,Oily Waste Mix,LIM,2022-01-15T12:41:31.200000,0.0,2.4,137.4,134.6,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-16 07:32:09.600,34.6741,33.0379,0.0,0.0,At Port Loading,368.9,70.0,Oily Waste Mix,PSD,2022-01-16T17:32:09.600000,0.0,2.4,135.8,115.2,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-17 02:52:48.000,32.0132,32.451,8.1,192.4,In Transit Laden,368.9,70.0,Oily Waste Mix,PSD,2022-01-17T08:22:52.457143,0.0,3.2,134.1,95.9,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-17 22:13:26.400,31.2565,32.2841,8.5,0.0,In Transit Laden,368.9,70.0,Oily Waste Mix,PSD,2022-01-17T22:43:26.400000,0.0,3.2,132.5,76.5,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-18 17:34:04.800,31.2565,32.2841,0.0,0.0,At Port Discharging,0.0,0.0,Oily Waste Mix,IST,2022-01-19T02:34:04.800000,0.0,2.4,130.9,57.2,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-19 12:54:43.200,33.867,31.3985,7.6,341.3,In Transit Ballast,0.0,0.0,Oily Waste Mix,IST,2022-01-21T17:48:21.942857,0.0,2.4,129.3,37.9,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-20 08:15:21.600,36.4776,30.5129,8.6,341.3,In Transit Ballast,0.0,0.0,Oily Waste Mix,IST,2022-01-21T17:48:21.942857,0.0,2.4,127.7,18.5,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-21 03:36:00.000,39.0881,29.6274,7.6,341.3,In Transit Ballast,0.0,0.0,Oily Waste Mix,IST,2022-01-21T17:48:21.942857,0.0,2.4,126.1,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-21 22:56:38.400,41.0053,28.977,8.5,0.0,In Transit Ballast,0.0,0.0,Oily Waste Mix,IST,2022-01-21T23:26:38.400000,0.0,2.4,124.5,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-22 18:17:16.800,41.0053,28.977,0.0,0.0,At Port Loading,368.9,70.0,Oily Waste Mix,TAN,2022-01-23T03:17:16.800000,0.0,2.4,122.9,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-23 13:37:55.200,40.4928,25.5623,8.1,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,121.3,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-24 08:58:33.600,39.9802,22.1475,8.6,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,119.6,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-25 04:19:12.000,39.4677,18.7328,7.9,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,118.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-25 23:39:50.400,38.9552,15.3181,8.7,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,116.4,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-26 19:00:28.800,38.4426,11.9034,8.8,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,114.8,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-27 14:21:07.200,37.9301,8.4886,8.6,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,113.2,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-28 09:41:45.600,37.4176,5.0739,8.1,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,111.6,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-29 05:02:24.000,36.905,1.6592,8.0,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,110.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-30 00:23:02.400,36.3925,-1.7555,8.2,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,108.4,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-30 19:43:40.800,35.88,-5.1703,7.7,261.5,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-30T23:18:42.514286,0.0,3.2,106.7,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-01-31 15:04:19.200,35.785,-5.8029,7.8,270.0,In Transit Laden,368.9,70.0,Oily Waste Mix,TAN,2022-01-31T15:34:19.200000,0.0,3.2,105.1,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-01 10:24:57.600,35.785,-5.8029,0.0,0.0,At Port Discharging,0.0,0.0,Oily Waste Mix,PIR,2022-02-01T21:24:57.600000,0.0,2.4,103.5,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-02 05:45:36.000,36.0335,-2.4203,8.3,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,101.9,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-03 01:06:14.400,36.2819,0.9623,7.9,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,100.3,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-03 20:26:52.800,36.5304,4.3449,7.8,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,98.7,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-04 15:47:31.200,36.7789,7.7275,8.5,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,97.1,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-05 11:08:09.600,37.0273,11.1101,8.3,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,95.5,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-06 06:28:48.000,37.2758,14.4927,7.9,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,93.8,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-07 01:49:26.400,37.5243,17.8753,7.9,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,92.2,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-07 21:10:04.800,37.7727,21.2579,8.3,85.8,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T10:46:23.314286,0.0,2.4,90.6,0.0,,2022-01-31,Expired
